Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
1088,1,1.000,2747715,2747715,2747715,2747715,2747715,2747715,2747715,2747715,2747715
1089,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1090,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1091,2,2.000,117840,117840,1046442,582141,1046442,1046442,1046442,1046442,1046442
1092,1,1.000,2089299,2089299,2089299,2089299,2089299,2089299,2089299,2089299,2089299
1093,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1094,2,2.000,243670,243670,9584076,4913873,9584076,9584076,9584076,9584076,9584076
1095,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1096,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1097,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1098,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1099,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1100,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1101,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1102,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1103,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1104,1,1.000,646179,646179,646179,646179,646179,646179,646179,646179,646179
1105,1,1.000,1125810,1125810,1125810,1125810,1125810,1125810,1125810,1125810,1125810
1106,2,2.000,436363,436363,2067416,1251889,2067416,2067416,2067416,2067416,2067416
1107,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1108,1,1.000,1651774,1651774,1651774,1651774,1651774,1651774,1651774,1651774,1651774
1109,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1110,1,1.000,2491885,2491885,2491885,2491885,2491885,2491885,2491885,2491885,2491885
1111,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1112,1,1.000,3872129,3872129,3872129,3872129,3872129,3872129,3872129,3872129,3872129
1113,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1114,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1115,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1116,1,1.000,5097547,5097547,5097547,5097547,5097547,5097547,5097547,5097547,5097547
1117,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1118,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1119,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1120,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1121,1,1.000,856107,856107,856107,856107,856107,856107,856107,856107,856107
1122,1,1.000,246457,246457,246457,246457,246457,246457,246457,246457,246457
1123,1,1.000,1842636,1842636,1842636,1842636,1842636,1842636,1842636,1842636,1842636
1124,1,1.000,1698221,1698221,1698221,1698221,1698221,1698221,1698221,1698221,1698221
1125,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1126,1,1.000,498964,498964,498964,498964,498964,498964,498964,498964,498964
1127,1,1.000,1859120,1859120,1859120,1859120,1859120,1859120,1859120,1859120,1859120
1128,1,1.000,785956,785956,785956,785956,785956,785956,785956,785956,785956
1129,1,1.000,1012209,1012209,1012209,1012209,1012209,1012209,1012209,1012209,1012209
1130,1,1.000,2831379,2831379,2831379,2831379,2831379,2831379,2831379,2831379,2831379
1131,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1132,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1133,2,2.000,163981,163981,1077810,620895,1077810,1077810,1077810,1077810,1077810
1134,1,1.000,2215087,2215087,2215087,2215087,2215087,2215087,2215087,2215087,2215087
1135,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1136,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1137,2,2.000,244412,244412,9564026,4904219,9564026,9564026,9564026,9564026,9564026
1138,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1139,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1140,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1141,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1142,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1143,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1144,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1145,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1146,1,1.000,624227,624227,624227,624227,624227,624227,624227,624227,624227
1147,1,1.000,1070534,1070534,1070534,1070534,1070534,1070534,1070534,1070534,1070534
1148,2,2.000,432546,432546,2073980,1253263,2073980,2073980,2073980,2073980,2073980
1149,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1150,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1151,1,1.000,1682269,1682269,1682269,1682269,1682269,1682269,1682269,1682269,1682269
1152,1,1.000,2426504,2426504,2426504,2426504,2426504,2426504,2426504,2426504,2426504
1153,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1154,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1155,1,1.000,3858694,3858694,3858694,3858694,3858694,3858694,3858694,3858694,3858694
1156,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1157,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1158,1,1.000,5165564,5165564,5165564,5165564,5165564,5165564,5165564,5165564,5165564
1159,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1160,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1161,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1162,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1163,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1164,2,2.000,224634,224634,837370,531002,837370,837370,837370,837370,837370
1165,1,1.000,1815907,1815907,1815907,1815907,1815907,1815907,1815907,1815907,1815907
1166,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1167,1,1.000,1806911,1806911,1806911,1806911,1806911,1806911,1806911,1806911,1806911
1168,1,1.000,514426,514426,514426,514426,514426,514426,514426,514426,514426
1169,1,1.000,1922034,1922034,1922034,1922034,1922034,1922034,1922034,1922034,1922034
1170,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1171,1,1.000,775478,775478,775478,775478,775478,775478,775478,775478,775478
1172,1,1.000,1058341,1058341,1058341,1058341,1058341,1058341,1058341,1058341,1058341
1173,1,1.000,2742134,2742134,2742134,2742134,2742134,2742134,2742134,2742134,2742134
1174,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1175,2,2.000,131143,131143,1033802,582472,1033802,1033802,1033802,1033802,1033802
1176,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1177,1,1.000,2163721,2163721,2163721,2163721,2163721,2163721,2163721,2163721,2163721
1178,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1179,2,2.000,243745,243745,9466106,4854925,9466106,9466106,9466106,9466106,9466106
1180,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1181,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1182,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1183,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1184,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1185,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1186,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1187,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1188,1,1.000,654238,654238,654238,654238,654238,654238,654238,654238,654238
1189,1,1.000,1102347,1102347,1102347,1102347,1102347,1102347,1102347,1102347,1102347
1190,1,1.000,436842,436842,436842,436842,436842,436842,436842,436842,436842
1191,1,1.000,2100108,2100108,2100108,2100108,2100108,2100108,2100108,2100108,2100108
1192,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1193,1,1.000,1644169,1644169,1644169,1644169,1644169,1644169,1644169,1644169,1644169
1194,1,1.000,2531364,2531364,2531364,2531364,2531364,2531364,2531364,2531364,2531364
1195,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1196,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1197,1,1.000,3909229,3909229,3909229,3909229,3909229,3909229,3909229,3909229,3909229
1198,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1199,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1200,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1201,1,1.000,5075296,5075296,5075296,5075296,5075296,5075296,5075296,5075296,5075296
1202,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1203,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1204,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1205,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1206,1,1.000,776404,776404,776404,776404,776404,776404,776404,776404,776404
1207,2,2.000,212824,212824,1825978,1019401,1825978,1825978,1825978,1825978,1825978
1208,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1209,1,1.000,1783107,1783107,1783107,1783107,1783107,1783107,1783107,1783107,1783107
1210,1,1.000,509043,509043,509043,509043,509043,509043,509043,509043,509043
1211,1,1.000,1925585,1925585,1925585,1925585,1925585,1925585,1925585,1925585,1925585
1212,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1213,1,1.000,762570,762570,762570,762570,762570,762570,762570,762570,762570
1214,1,1.000,1057079,1057079,1057079,1057079,1057079,1057079,1057079,1057079,1057079
1215,1,1.000,2739625,2739625,2739625,2739625,2739625,2739625,2739625,2739625,2739625
1216,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1217,1,1.000,125661,125661,125661,125661,125661,125661,125661,125661,125661
1218,1,1.000,1063910,1063910,1063910,1063910,1063910,1063910,1063910,1063910,1063910
1219,1,1.000,2177021,2177021,2177021,2177021,2177021,2177021,2177021,2177021,2177021
1220,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1221,2,2.000,241797,241797,10441312,5341554,10441312,10441312,10441312,10441312,10441312
1222,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1223,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1224,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1225,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1226,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1227,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1228,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1229,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1230,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1231,1,1.000,644073,644073,644073,644073,644073,644073,644073,644073,644073
1232,1,1.000,1081570,1081570,1081570,1081570,1081570,1081570,1081570,1081570,1081570
1233,1,1.000,444612,444612,444612,444612,444612,444612,444612,444612,444612
1234,1,1.000,2051529,2051529,2051529,2051529,2051529,2051529,2051529,2051529,2051529
1235,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1236,1,1.000,1719026,1719026,1719026,1719026,1719026,1719026,1719026,1719026,1719026
1237,1,1.000,2397499,2397499,2397499,2397499,2397499,2397499,2397499,2397499,2397499
1238,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1239,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1240,1,1.000,3910893,3910893,3910893,3910893,3910893,3910893,3910893,3910893,3910893
1241,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1242,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1243,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1244,1,1.000,5104278,5104278,5104278,5104278,5104278,5104278,5104278,5104278,5104278
1245,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1246,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1247,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1248,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1249,1,1.000,860618,860618,860618,860618,860618,860618,860618,860618,860618
1250,2,2.000,246167,246167,1840876,1043521,1840876,1840876,1840876,1840876,1840876
1251,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1252,1,1.000,1724961,1724961,1724961,1724961,1724961,1724961,1724961,1724961,1724961
1253,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1254,2,2.000,495681,495681,1961635,1228658,1961635,1961635,1961635,1961635,1961635
1255,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1256,1,1.000,754182,754182,754182,754182,754182,754182,754182,754182,754182
1257,1,1.000,1060426,1060426,1060426,1060426,1060426,1060426,1060426,1060426,1060426
1258,1,1.000,3096519,3096519,3096519,3096519,3096519,3096519,3096519,3096519,3096519
1259,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1260,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1261,2,2.000,135152,135152,1125698,630425,1125698,1125698,1125698,1125698,1125698
1262,1,1.000,2084882,2084882,2084882,2084882,2084882,2084882,2084882,2084882,2084882
1263,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1264,2,2.000,245263,245263,9544250,4894756,9544250,9544250,9544250,9544250,9544250
1265,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1266,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1267,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1268,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1269,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1270,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1271,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1272,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1273,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1274,1,1.000,647034,647034,647034,647034,647034,647034,647034,647034,647034
1275,1,1.000,1096585,1096585,1096585,1096585,1096585,1096585,1096585,1096585,1096585
1276,2,2.000,441782,441782,2058956,1250369,2058956,2058956,2058956,2058956,2058956
1277,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1278,1,1.000,1718310,1718310,1718310,1718310,1718310,1718310,1718310,1718310,1718310
1279,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1280,1,1.000,2539529,2539529,2539529,2539529,2539529,2539529,2539529,2539529,2539529
1281,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1282,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1283,1,1.000,3963460,3963460,3963460,3963460,3963460,3963460,3963460,3963460,3963460
1284,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1285,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1286,1,1.000,5155956,5155956,5155956,5155956,5155956,5155956,5155956,5155956,5155956
1287,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1288,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1289,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1290,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1291,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1292,1,1.000,859040,859040,859040,859040,859040,859040,859040,859040,859040
1293,2,2.000,228287,228287,1901836,1065061,1901836,1901836,1901836,1901836,1901836
1294,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1295,1,1.000,1771929,1771929,1771929,1771929,1771929,1771929,1771929,1771929,1771929
1296,1,1.000,505188,505188,505188,505188,505188,505188,505188,505188,505188
1297,1,1.000,1881263,1881263,1881263,1881263,1881263,1881263,1881263,1881263,1881263
1298,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1299,1,1.000,794563,794563,794563,794563,794563,794563,794563,794563,794563
1300,1,1.000,1056429,1056429,1056429,1056429,1056429,1056429,1056429,1056429,1056429
1301,1,1.000,2827490,2827490,2827490,2827490,2827490,2827490,2827490,2827490,2827490
1302,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1303,1,1.000,125429,125429,125429,125429,125429,125429,125429,125429,125429
1304,1,1.000,1112656,1112656,1112656,1112656,1112656,1112656,1112656,1112656,1112656
1305,1,1.000,2146070,2146070,2146070,2146070,2146070,2146070,2146070,2146070,2146070
1306,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1307,2,2.000,243698,243698,9528381,4886039,9528381,9528381,9528381,9528381,9528381
1308,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1309,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1310,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1311,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1312,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1313,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1314,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1315,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1316,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1317,2,2.000,640295,640295,1090362,865328,1090362,1090362,1090362,1090362,1090362
1318,1,1.000,450918,450918,450918,450918,450918,450918,450918,450918,450918
1319,1,1.000,2085662,2085662,2085662,2085662,2085662,2085662,2085662,2085662,2085662
1320,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1321,1,1.000,1763800,1763800,1763800,1763800,1763800,1763800,1763800,1763800,1763800
1322,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1323,1,1.000,2505842,2505842,2505842,2505842,2505842,2505842,2505842,2505842,2505842
1324,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1325,1,1.000,3842995,3842995,3842995,3842995,3842995,3842995,3842995,3842995,3842995
1326,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1327,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1328,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1329,1,1.000,5015574,5015574,5015574,5015574,5015574,5015574,5015574,5015574,5015574
1330,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1331,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1332,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1333,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1334,1,1.000,826485,826485,826485,826485,826485,826485,826485,826485,826485
1335,2,2.000,233536,233536,1791579,1012557,1791579,1791579,1791579,1791579,1791579
1336,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1337,1,1.000,1790775,1790775,1790775,1790775,1790775,1790775,1790775,1790775,1790775
1338,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1339,2,2.000,510766,510766,1909236,1210001,1909236,1909236,1909236,1909236,1909236
1340,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1341,1,1.000,772808,772808,772808,772808,772808,772808,772808,772808,772808
1342,1,1.000,1069805,1069805,1069805,1069805,1069805,1069805,1069805,1069805,1069805
1343,1,1.000,2791708,2791708,2791708,2791708,2791708,2791708,2791708,2791708,2791708
1344,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1345,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1346,2,2.000,132958,132958,1033867,583412,1033867,1033867,1033867,1033867,1033867
1347,1,1.000,1951897,1951897,1951897,1951897,1951897,1951897,1951897,1951897,1951897
1348,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1349,2,2.000,246361,246361,10370033,5308197,10370033,10370033,10370033,10370033,10370033
1350,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1351,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1352,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1353,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1354,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1355,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1356,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1357,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1358,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1359,1,1.000,650419,650419,650419,650419,650419,650419,650419,650419,650419
1360,1,1.000,1079828,1079828,1079828,1079828,1079828,1079828,1079828,1079828,1079828
1361,1,1.000,441951,441951,441951,441951,441951,441951,441951,441951,441951
1362,1,1.000,2095124,2095124,2095124,2095124,2095124,2095124,2095124,2095124,2095124
1363,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1364,1,1.000,1736403,1736403,1736403,1736403,1736403,1736403,1736403,1736403,1736403
1365,1,1.000,2479833,2479833,2479833,2479833,2479833,2479833,2479833,2479833,2479833
1366,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1367,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1368,1,1.000,4086922,4086922,4086922,4086922,4086922,4086922,4086922,4086922,4086922
1369,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1370,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1371,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1372,1,1.000,5158532,5158532,5158532,5158532,5158532,5158532,5158532,5158532,5158532
1373,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1374,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1375,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1376,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1377,1,1.000,882529,882529,882529,882529,882529,882529,882529,882529,882529
1378,2,2.000,241740,241740,1878698,1060219,1878698,1878698,1878698,1878698,1878698
1379,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1380,1,1.000,1686769,1686769,1686769,1686769,1686769,1686769,1686769,1686769,1686769
1381,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1382,2,2.000,535530,535530,1872882,1204206,1872882,1872882,1872882,1872882,1872882
1383,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1384,1,1.000,778670,778670,778670,778670,778670,778670,778670,778670,778670
1385,1,1.000,1030405,1030405,1030405,1030405,1030405,1030405,1030405,1030405,1030405
1386,1,1.000,2754786,2754786,2754786,2754786,2754786,2754786,2754786,2754786,2754786
1387,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1388,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1389,3,3.000,127114,127114,428804,890598,2115877,2115877,2115877,2115877,2115877
1390,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1391,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1392,2,2.000,243652,243652,9548797,4896224,9548797,9548797,9548797,9548797,9548797
1393,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1394,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1395,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1396,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1397,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1398,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1399,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1400,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1401,1,1.000,663761,663761,663761,663761,663761,663761,663761,663761,663761
1402,1,1.000,1083034,1083034,1083034,1083034,1083034,1083034,1083034,1083034,1083034
1403,2,2.000,431202,431202,2108020,1269611,2108020,2108020,2108020,2108020,2108020
1404,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1405,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1406,1,1.000,1745839,1745839,1745839,1745839,1745839,1745839,1745839,1745839,1745839
1407,1,1.000,2436724,2436724,2436724,2436724,2436724,2436724,2436724,2436724,2436724
1408,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1409,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1410,1,1.000,3872800,3872800,3872800,3872800,3872800,3872800,3872800,3872800,3872800
1411,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1412,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1413,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1414,1,1.000,5049690,5049690,5049690,5049690,5049690,5049690,5049690,5049690,5049690
1415,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1416,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1417,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1418,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1419,1,1.000,840044,840044,840044,840044,840044,840044,840044,840044,840044
1420,2,2.000,237296,237296,1808565,1022930,1808565,1808565,1808565,1808565,1808565
1421,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1422,1,1.000,1830619,1830619,1830619,1830619,1830619,1830619,1830619,1830619,1830619
1423,1,1.000,486281,486281,486281,486281,486281,486281,486281,486281,486281
1424,1,1.000,1862956,1862956,1862956,1862956,1862956,1862956,1862956,1862956,1862956
1425,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1426,1,1.000,760338,760338,760338,760338,760338,760338,760338,760338,760338
1427,1,1.000,1025265,1025265,1025265,1025265,1025265,1025265,1025265,1025265,1025265
1428,1,1.000,2795095,2795095,2795095,2795095,2795095,2795095,2795095,2795095,2795095
1429,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1430,2,2.000,121837,121837,1034833,578335,1034833,1034833,1034833,1034833,1034833
1431,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1432,1,1.000,1988446,1988446,1988446,1988446,1988446,1988446,1988446,1988446,1988446
1433,1,1.000,242942,242942,242942,242942,242942,242942,242942,242942,242942
1434,1,1.000,9706021,9706021,9706021,9706021,9706021,9706021,9706021,9706021,9706021
1435,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1436,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1437,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1438,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1439,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1440,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1441,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1442,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
1443,1,1.000,648583,648583,648583,648583,648583,648583,648583,648583,648583
1444,1,1.000,1099876,1099876,1099876,1099876,1099876,1099876,1099876,1099876,1099876
